emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127
-0.26858047,0.07518998,0.4301403,0.3620603,0.60487205,0.46956244,0.41908336,0.010239284,0.5525168,0.98890305,0.87815857,-0.13730283,0.08573874,-0.080942184,-1.1874555,0.5399383,0.02648857,-0.21811604,0.08204942,0.10431851,0.18884973,1.3431116,-0.36142638,-0.5997171,0.19356538,-0.35661355,-0.5308748,-0.4443924,0.27988032,-0.8890616,0.7894068,-0.8976695,-0.85542935,0.101944424,0.28224626,0.21340032,-0.99457675,-0.15407878,0.2771226,-0.5269453,0.22233714,-0.6263936,0.9211722,0.33059573,-0.6414747,-0.39266887,0.5908887,-0.33419895,0.6591878,0.30469272,-0.50236815,0.25103587,-0.34770036,0.44890442,-0.51982003,0.17144479,-0.7237527,-0.50509113,0.3484641,-0.0297416,0.1768335,0.048552677,-0.029198298,-0.047120526,-0.26741752,0.19447666,0.18728895,-0.51318365,0.5913001,-0.30117795,-0.9156372,-0.88379997,-0.70213836,0.3658452,-0.5179992,0.7570153,-0.7655704,0.39768183,0.13061251,0.65205806,0.71465105,-0.49957404,0.78065366,-0.1920411,0.0931941,-0.5217468,0.3617951,0.57696784,1.4377309,-0.43499985,-0.27510592,-0.28549606,0.0008182923,0.6563807,-0.04403607,0.19929028,-1.418866,0.40076962,-0.44765854,0.28408825,-0.65711075,-0.16854243,1.1095423,-0.38964143,0.5031367,0.04079463,0.13385506,-1.1035887,-1.165401,-0.32114705,-0.19174631,-0.46800187,0.9870886,0.519201,-0.5144133,0.8497942,-0.59231836,0.8297388,-0.5229034,-0.035853434,0.22925235,0.7906026,0.5483261,0.59847945,0.10418875,0.054494012,-1.0154258,-0.3548157
-0.14055583,0.64832383,0.028283766,0.8620362,0.88028866,0.35454974,0.23897234,0.11014302,-0.17554852,1.075309,0.313779,0.5129133,0.0035521218,-0.38419333,-1.0839185,0.14366914,-0.46027794,-0.42764315,0.30987132,0.09877376,0.022152828,1.09327,-0.49648982,-0.5581466,0.5197338,-0.5457429,-0.66782546,-0.2501425,-0.016375532,-1.13816,0.97460836,-0.74604976,-0.7040096,-0.10866806,0.58072233,-0.05910744,-0.83261126,0.062296737,-0.1714131,-0.45666972,0.14381537,-0.026990762,0.18015532,0.20095563,-0.8942247,-0.74932003,0.39691004,-0.11036904,0.66675705,0.008509315,-0.56767297,0.6754207,0.21231551,0.06932505,-0.10938342,0.20122321,-0.71724147,-0.5360863,1.2823597,-0.46940485,0.82884616,-0.31919894,0.106842995,0.17371097,-0.58364224,-0.059173714,-0.56220984,-0.3062975,0.22187811,-0.72181344,-0.587166,-0.62203544,-0.4728587,0.5744636,-0.59530073,1.2855872,-0.7141452,0.40348154,0.027086675,0.4089734,0.57738477,-0.6503642,0.10907587,-0.933407,-0.026142431,-1.0336086,0.5420062,0.45420685,1.6000874,-0.99378604,-0.26068398,-0.42812797,-0.042660743,0.5028142,0.4000246,-0.20416993,-1.159195,0.55978453,-0.10180397,0.31816536,-0.7786216,-0.4577269,0.7630613,-0.42568648,-0.48474246,-0.09846787,0.23532164,-0.52776694,-0.7619213,0.05944723,0.11424013,0.25292367,0.87435144,0.66494364,-0.6244679,1.1080232,-0.47995937,1.1392245,-0.2953107,-0.09833422,0.18596815,0.8603493,1.0997738,0.70494574,0.6086086,-0.2050336,-0.59003985,0.41002396
-0.07395738,0.37709117,0.28029272,0.5591111,0.74474555,0.31605777,0.15343179,-0.019179305,0.1576655,1.0995584,0.6056204,0.07574413,0.24706128,-0.023163827,-1.0737877,0.41958508,-0.20915584,-0.20093068,0.21582049,0.19565444,0.08352628,1.2439123,-0.5614894,-0.71834266,0.4290148,-0.49258983,-0.49613097,-0.38284916,0.19844645,-0.9306747,0.7711894,-0.7209123,-0.81103855,-0.041619312,0.36073598,0.16013776,-0.81031495,0.0064581074,0.05419776,-0.4606734,0.14798753,-0.456488,0.575074,0.6121259,-0.8606268,-0.5451848,0.71084976,-0.31297386,0.44543752,0.16064453,-0.49799922,0.2732902,-0.26906243,0.20613304,-0.3381287,0.19746459,-0.73195386,-0.6491888,0.80579513,-0.13190277,0.6193665,-0.104321614,0.10039417,0.1185963,-0.36412224,0.010108987,-0.10910059,-0.4884603,0.6504864,-0.3929059,-0.787258,-0.7656552,-0.8128542,0.43077442,-0.4714944,0.8865288,-0.7269127,0.34825382,0.12815253,0.42014828,0.6734035,-0.6652216,0.4385714,-0.4160872,-0.25410235,-1.0063641,0.58513516,0.69937646,1.4232701,-0.5433511,-0.38251308,-0.24080157,-0.16868009,0.68185085,0.47426257,0.058279973,-1.4629136,0.44765925,-0.4166833,0.30654326,-0.63991797,-0.4653818,0.7670593,-0.5803449,0.049574357,0.09832957,0.04394889,-0.8816714,-0.9719257,-0.37828398,0.096801594,-0.13344523,0.9634005,0.57898146,-0.5405693,0.9147098,-0.43348038,0.940309,-0.5392391,-0.018194707,0.20756726,1.0328187,0.7495452,0.74080443,0.48327768,0.14197251,-0.975737,-0.048783045
-0.2136935,0.19238788,0.1371247,0.732915,0.64014417,0.29336944,0.07371699,-0.10482478,0.019829506,0.63805187,0.4659458,-0.07895389,0.19386399,-0.17146404,-1.0802252,0.66868037,0.09121992,-0.2295282,-0.20661934,0.06502842,-0.1072915,1.3518937,-0.28139567,-0.445834,0.45216957,-0.6724378,-0.64774185,-0.91381234,0.15810588,-0.38589618,0.7384354,-0.6046807,-0.8061344,-0.09878732,0.38169235,-0.18730487,-1.3388201,-0.17572361,0.7192557,-0.16082552,0.36385167,-0.47209337,0.730788,0.07240143,-0.71781254,-0.5318596,0.34247473,0.028989196,0.64905626,0.19355981,-0.17302538,0.45374689,-0.3241089,-0.05965131,-0.21643353,0.18344758,-1.0012712,-0.38060203,0.1692651,-0.26578,0.3524948,0.18682489,0.4700943,0.02344768,0.03758028,0.047670584,-0.13981321,-0.31838775,0.1921761,-0.48478985,-0.573984,-0.26255932,-0.16915093,0.3751625,-0.35086447,0.6910791,-1.0819075,0.4644177,0.30964637,-0.027523631,0.40302485,-0.7792923,0.87453985,-0.3388798,-0.15021586,-0.7769396,0.4929009,0.67986774,1.0748919,-0.5449659,-0.34321195,-0.048522547,0.12854111,0.20890301,0.06576588,-0.22408706,-1.220093,0.44605967,0.1282314,0.16509347,-0.8091547,-0.26583385,1.2193806,0.05722421,-0.01751317,0.18295904,0.3033108,-1.2036241,-0.8696792,-0.1042194,-0.302863,-0.16615953,1.0363913,0.36736453,-0.6166297,0.7756767,-0.2496691,0.6614232,-0.15618587,-0.025487365,-0.05378385,0.81000906,0.688471,0.46712545,0.51258624,0.17344972,-0.40600896,0.06544797
0.0013854755,0.30955178,-0.078349866,0.7051686,1.0763204,0.31556913,0.11021897,-0.23594455,-0.28295273,0.6927297,0.2029962,0.73119956,-0.4755973,-0.2888214,-0.40329283,-0.4580004,-0.3414602,-0.11551935,0.37742403,-0.24423395,0.05267034,0.74448615,-0.71605563,-0.15287818,0.463362,-0.35104674,-0.56528413,0.15857014,-0.33361718,-0.7108406,1.2158674,-0.92435396,-0.33710432,0.2047173,0.3668459,-0.07269669,-0.84037036,0.04207428,-0.5634413,-0.8057209,-0.27858168,0.3260748,-0.05290679,0.04160211,-0.7107716,-0.5500111,0.037747793,-0.35824576,0.17673106,0.11835269,-0.29193273,0.71747327,0.68889993,-0.31407118,-0.2059341,0.26602304,-0.3700386,-0.4380212,1.0573752,-0.1127503,0.5587671,-0.40779427,0.4315527,0.2744279,-0.6371734,0.006100098,-0.86632353,-0.1550327,-0.04218582,-0.7528855,-0.29677922,-0.3457331,-0.3791999,0.2815869,-0.35229334,1.57392,-0.5515416,0.2894811,0.13473886,0.345205,0.60651886,-0.10564756,-0.19858356,-0.9604062,-0.07798376,-1.2651132,0.9612363,0.41534692,1.1492233,-0.76982284,0.20404837,-0.41487485,-0.116914146,0.2019712,-0.044353183,-0.44326374,-0.7313674,0.8380731,-0.05834679,0.23840679,-0.523471,-0.3664795,0.2851847,-0.262063,-0.74202263,0.0023893886,0.23164849,-0.45066592,-0.43939558,0.676924,0.404514,0.19033913,0.6508735,0.6730974,-0.18829545,0.5159262,-0.5691629,0.8940367,0.469343,0.036532782,-0.26026788,0.8849969,0.78678286,0.6832029,0.43110594,-0.5130745,-0.5701252,0.5833431
0.17944577,0.6201684,1.062403,1.3659152,0.54912573,0.29655766,0.22760397,1.990708,0.46781656,-0.4965421,-0.95055866,-0.90885603,0.7692911,-0.7938309,-1.212476,-1.1737127,0.20216452,-0.65914696,-0.6186378,0.009918012,0.027750812,0.2545033,0.9951371,-0.8410571,1.5518799,-1.0021195,-0.06829719,-1.7249775,-0.05648329,-1.5718552,-0.6433361,0.9373162,-1.0150366,0.6017162,1.8997461,0.017050654,-0.64122635,0.1973551,-0.45256114,1.9652188,0.72474945,0.19425805,0.2282579,0.41978848,-0.8788223,-2.3716297,-0.2629298,-0.6262316,-1.2529767,-0.61236024,-0.3767832,-1.3928006,0.23543836,0.5706848,1.9616207,0.040297855,-0.9282861,0.03807518,0.81669426,-0.9930618,1.9579301,1.1494975,0.4480711,-0.5883736,-0.3597983,-0.22582096,-0.9553508,0.019627102,0.30781057,-0.62331253,0.11280857,0.20367396,-0.042952023,1.2818598,-0.00054161996,0.06737995,-0.9404376,0.62638855,-0.7664007,-1.0589777,1.6083182,-1.2419605,0.6916468,-0.09414142,0.5023627,1.3077797,-0.6089746,0.6601572,1.2965455,-1.3354905,-0.6194011,0.5429996,0.9725883,-0.3851745,0.63769907,-0.29848284,-0.20275292,1.3072482,-1.3449702,0.16101149,-1.6344471,-1.810302,1.3132653,-0.08765052,-0.058623496,-1.4802226,0.53552115,1.5953816,0.31927326,0.13259795,0.64872694,0.77230906,0.74797153,0.9672605,-0.816559,1.4534236,1.0552745,0.8443895,-2.631816,-1.3364896,0.7740595,-1.724163,0.49797335,0.7669476,-0.79783964,-0.5340049,-0.12383386,-0.33133
0.07764114,0.36168653,1.026504,1.251084,0.4518689,0.08479993,0.5211256,1.5451751,0.33934858,-0.23519272,-0.6463554,-0.98616034,0.687444,-0.79005104,-0.7896236,-1.1861787,0.036596764,-0.9134586,-0.19280761,-0.3231292,-0.31759655,0.30018693,0.98458004,-1.0236506,0.97426695,-0.7563824,-0.15916981,-1.6348953,-0.041471932,-1.4081355,-0.5047621,0.6345472,-0.52122056,0.269149,1.5319114,0.3438294,-0.644706,0.030247025,-0.20617467,1.529749,0.654125,0.06475211,0.095632724,-0.1499175,-0.9201056,-1.8704776,-0.068902016,-0.59815973,-0.646015,-0.2815638,-0.06928828,-1.1179137,0.109548785,0.16165674,1.3978486,0.09675245,-0.89468616,0.014294115,0.62084544,-0.7956478,1.6038773,1.1456628,0.26324627,-0.4142815,-0.0751795,-0.40072328,-0.7703171,-0.06769909,0.6585544,-0.62987393,0.06773998,-0.035242878,-0.31767014,0.91334623,-0.13179007,0.17332242,-0.5098322,0.7143997,-0.53833514,-0.87014556,1.3430599,-1.1307417,0.7429243,0.13837764,0.43690985,0.8450962,-0.53542525,0.64218295,0.7283789,-0.96107864,-0.53249437,0.5725866,0.6977368,-0.2759947,0.71692413,-0.25874856,-0.44454336,0.9714641,-1.0485339,0.109748244,-1.2838296,-1.3585976,1.1065267,-0.40133026,-0.009875631,-1.4931724,0.7626658,1.1917938,0.021686157,0.43826783,0.4502339,0.8825037,0.658581,0.77553296,-0.5805709,1.289932,1.0211425,0.69235826,-1.9957299,-0.9107867,0.37140045,-1.059465,0.7025663,0.3986881,-0.16230091,-0.29016125,0.014420589,-0.13914084
0.19127136,-0.2113593,-0.08259758,0.5717334,0.89370614,0.25424278,0.08082963,-0.58076966,-0.36546394,0.7536808,0.42184532,0.8126976,-0.70412827,0.039568197,-0.14101359,-0.40514004,-0.48528686,-0.0941069,0.10970742,-0.3404168,0.1431775,0.34547862,-1.170319,0.11295274,0.49771443,-0.13526352,-0.37780824,0.43100753,-0.10577039,-0.31910875,1.1475996,-1.0241776,-0.06528687,0.1260242,0.26959756,0.2248039,-0.7658239,0.34792688,-0.7738894,-0.8315792,-0.4023423,0.167165,-0.08005853,0.616791,-0.81597596,-0.54073703,0.120954834,-0.5147464,0.17831977,0.6794484,-0.17534104,0.54593533,0.52201396,-0.49150708,-0.7393196,0.32371083,-0.12047113,-0.80690354,0.9861663,0.4409031,-0.021853713,-0.27243474,0.46547574,0.56685644,-0.4024673,0.1332278,-0.546315,-0.34046996,0.18988915,-0.5152981,-0.5332473,-0.088303134,-0.5685914,0.09148394,-0.3113474,1.6282756,-0.20973429,0.117254995,0.31089944,0.35162482,0.48762512,0.3946517,-0.17714874,-0.8315021,-0.26164094,-1.9414399,1.1815621,0.9012687,0.93247324,-0.22762278,0.023244003,-0.17015308,-0.046572868,0.631694,-0.37561586,-0.15032949,-0.9023262,0.5729384,-0.6203673,0.4870629,-0.010716954,-0.508699,-0.3178841,-0.5181378,-0.89611953,0.38723144,0.13572589,-0.66222644,-0.028957644,0.6040565,0.43476814,0.07600095,0.6022752,0.5663479,0.009216444,0.16688861,-0.88120395,0.45196632,0.22456357,0.21656771,-0.48858514,1.0432885,0.4297825,0.624882,0.6578386,0.051906623,-1.0359906,0.29226702
-0.114246435,0.16357937,0.7404875,0.70879143,0.4775895,0.32421863,0.15046953,0.5785206,0.1584972,0.42326725,0.3766098,-0.04910434,-0.047666293,-0.5112169,-0.8215635,-0.18246312,-0.11164555,-0.40678135,-0.25383735,-0.19871894,-0.13132101,0.7187595,-0.020512056,-0.31621513,0.5267565,-0.4543465,-0.3899163,-0.54714406,0.1989433,-0.5919361,0.5051365,-0.62964684,-0.50884366,0.11475121,0.6011057,0.19379371,-0.86170125,-0.1106329,-0.16204563,-0.053200014,0.24171104,-0.25082678,0.46667302,0.12783477,-0.73726755,-0.99741405,0.06045153,-0.42850342,0.123361826,0.08121668,-0.115227394,0.011526362,0.08030956,-0.17800029,-0.11095441,0.24546197,-0.6101404,-0.12728576,0.37539303,-0.039066542,0.36339074,0.17562288,0.4851565,-0.049868222,-0.17937683,-0.11622942,-0.17375371,-0.0762548,0.4037687,-0.6700929,-0.3861122,-0.3685881,-0.1503697,0.24844687,-0.4911397,1.1128881,-0.6228819,0.4932528,0.15876013,-0.055308364,0.6566057,-0.14279243,0.5656969,-0.10119888,-0.018264763,-0.43255156,0.2093589,0.78934985,1.3451533,-0.35879448,-0.11066899,0.002389101,0.28030902,0.34985283,-0.2525715,0.03780468,-0.7711788,0.64078605,-0.66894704,0.36935395,-0.8996728,-0.6857654,0.90838075,-0.32152075,-0.18975578,-0.36789414,0.34098962,-0.5878986,-0.62455565,0.06268115,0.035801046,0.13785477,1.0006231,0.7004492,-0.23250017,0.61356723,-0.4434772,0.38512632,-0.4956281,-0.19884735,0.10364847,0.25994053,0.73924774,0.3726192,0.22918175,-0.057505004,-0.57091147,-0.2173539
-0.1147806,0.19483206,0.2072647,0.807576,0.8431192,0.32211956,0.20603278,-0.08828907,-0.35745594,1.0386002,0.41486788,0.84754616,-0.36902437,-0.074443884,-0.43246236,-0.30267847,-0.4359786,-0.26199606,0.24128808,-0.12532653,-0.013678406,0.668987,-0.87873197,-0.54573774,0.35550845,-0.23310831,-0.5701154,0.23530407,-0.10462093,-0.6759683,0.9775783,-1.0129029,-0.29364118,-0.035608448,0.42906657,0.109588884,-0.58611566,0.032006554,-0.66653657,-0.6823857,-0.3256905,0.09949736,0.04882605,0.4379066,-0.8356964,-0.43038273,0.2829287,-0.34346774,0.14700927,0.3331159,-0.3630774,0.5940807,0.5269465,-0.39244103,-0.44656184,0.30556443,-0.36254722,-0.77571595,1.1375386,0.19303566,0.4345903,-0.42643455,0.26587567,0.2965866,-0.5588487,-0.059096415,-0.48523754,-0.45856547,0.39987063,-0.55654985,-0.53534055,-0.32596833,-0.43302253,0.3180581,-0.57731014,1.5906804,-0.24081533,0.35555825,0.29930422,0.40089834,0.5148141,-0.0466965,-0.23340368,-0.9236442,0.054351293,-1.6483278,1.0839658,0.78082776,1.2045665,-0.77353215,-0.043133218,-0.18195999,-0.32305917,0.2736964,0.08357607,-0.2708077,-0.9903706,0.55317867,-0.4753171,0.60822654,-0.49025795,-0.37398833,-0.090044595,-0.74942464,-0.8673232,0.15610415,0.23585968,-0.5973697,-0.39945337,0.38676116,0.45748496,0.33592787,0.6380737,0.8030928,-0.1974013,0.5925452,-0.872721,0.81222945,0.04277858,0.23673303,-0.12956674,1.1843053,0.6798977,0.6164859,0.7956115,-0.1052939,-1.0611287,0.3754453
0.43502125,0.815922,0.83418155,1.6209168,0.5009655,0.17272213,0.40625796,2.0324647,0.020261459,-0.83029675,-1.4440196,-1.2667258,0.44922146,-0.9204767,-1.0099138,-1.6251498,0.17362541,-0.66418666,-0.1602845,-0.39406902,-0.1225986,0.3901462,1.1148775,-0.47694486,1.6118793,-1.1781344,-0.5041174,-1.699611,-0.2549013,-1.5187702,-0.00998503,0.95228785,-0.46066362,0.8736823,2.0228984,-0.20473543,-1.084692,0.26283252,-0.035636846,1.8068068,1.0768195,0.4757766,0.2113975,-0.32466105,-1.021408,-2.3845034,-0.5552235,-0.4635711,-1.1504209,-0.9443809,-0.0872037,-1.1974926,0.43053377,0.15750384,2.245027,-0.12806793,-0.7349014,0.19303076,0.6057517,-1.2335827,1.9940622,1.1813296,0.7974454,-0.35712308,-0.39021912,-0.39303365,-1.4990418,0.27789915,-0.025001239,-0.9401269,0.5976689,0.17812344,0.095052324,1.3683298,0.30331898,0.35824794,-1.1113143,0.7384105,-1.0057292,-1.0310053,1.6431235,-1.1372945,0.6616294,-0.29321158,0.30724448,1.1718268,-0.75769174,0.12513518,1.2571262,-1.4602942,-0.020759627,0.4179812,1.1183958,-0.5401735,0.29105443,-0.7144013,-0.15715441,1.264204,-0.89873725,-0.47995138,-1.590836,-1.7658104,1.8353046,0.32137442,-0.36715814,-1.6613493,0.82439184,1.2734747,-0.04390025,0.49771237,0.7564386,1.0141296,0.7790698,0.9127822,-0.72327054,1.3801084,1.3170371,0.856933,-2.060937,-1.7069783,0.33996278,-1.6184367,0.7205525,0.722194,-0.51895446,-0.8946195,0.37241033,0.44448894
-0.4064384,0.0064858748,0.17171404,0.5465212,0.4203716,0.1284106,0.12660198,-0.13152382,0.24864452,0.7411896,0.47726664,-0.28569078,0.266784,0.043998517,-1.1709576,1.0467833,0.103315905,-0.3221371,-0.13154727,0.09789574,0.02871628,1.238753,-0.423483,-0.63936156,0.5821825,-0.6802933,-0.5999555,-1.1658553,0.38469648,-0.34240875,0.7198864,-0.61038876,-0.9789014,-0.21161866,0.38341206,-0.14498086,-1.365614,-0.26296178,0.8557049,0.018227458,0.48337033,-0.45624134,0.93241274,0.48596233,-0.7477412,-0.33044454,0.6388236,0.060102355,0.8632927,0.24434641,-0.33027667,0.42717525,-0.3872461,-0.014706937,-0.5896686,0.1788613,-0.96605694,-0.4353567,0.1330772,-0.09781052,0.22044645,0.41089866,0.38698232,0.022066776,0.21144208,0.01628864,0.16885966,-0.5442307,0.65678376,-0.23975542,-0.62748337,-0.40566844,-0.3608823,0.33367953,-0.30108088,0.51278424,-0.94808674,0.68024373,0.31959984,0.06141711,0.13832664,-0.8195524,1.1440927,-0.079758525,-0.11793228,-0.5420287,0.40062058,1.0249074,1.0347067,-0.45201463,-0.68049085,0.064366646,-0.046463236,0.46670923,-0.0015892347,-0.058381833,-1.6123481,0.30105254,-0.025293017,-0.076757036,-0.83846116,-0.2914126,1.4572637,-0.20762399,0.27271903,0.26421627,0.26319242,-1.5382107,-1.2125496,-0.0971439,-0.5883724,-0.4549256,1.2021663,0.22568852,-0.638118,0.6402618,-0.1557345,0.41884747,-0.51631135,0.12830965,-0.077657945,1.1797178,0.6392768,0.52811337,0.76666576,0.3348848,-0.8639139,-0.14597152
0.3246437,0.6475396,1.052614,1.504504,0.32733893,0.21024735,0.4730187,2.2451415,0.300748,-0.4770823,-1.0773351,-1.5968059,0.60183483,-0.6882797,-1.2055598,-1.4934199,0.042708583,-0.79648054,-0.20745085,-0.14258222,-0.011023715,0.47222087,1.1820464,-0.60957056,1.6173904,-1.0677212,-0.38371602,-1.7966603,-0.10948982,-1.4124197,-0.31663567,0.9412012,-0.62346256,0.72479045,1.9877007,0.16323991,-0.86171234,0.30954874,-0.0922156,1.883816,1.1708021,0.15894471,0.35649148,0.16180736,-1.0367143,-2.4400187,-0.24950384,-0.732628,-1.1002016,-0.68532985,-0.23203832,-1.5220482,0.18293688,0.4169238,2.005599,0.059978016,-0.8277323,0.16636713,0.5200627,-0.9016899,1.8088508,1.3943493,0.42870167,-0.5428834,-0.40736654,-0.3661734,-1.0037638,0.16602854,0.39349008,-0.777306,0.39223474,-0.06681711,-0.29055348,1.5117944,0.06516725,0.05089172,-1.0604334,0.7135063,-0.9483595,-1.0764126,1.8159711,-1.1034011,0.7872776,0.02037165,0.30102122,1.2164872,-1.011735,0.39915693,1.4027679,-1.1443758,-0.2920588,0.40572107,1.1909095,-0.20593578,0.3628914,-0.23529659,-0.3681014,1.0616008,-1.3632479,-0.31358883,-1.4700682,-1.8792101,1.7910186,-0.09122613,0.08812782,-1.6670225,0.9836632,1.1396,-0.030923193,0.06648043,0.57967305,0.78687274,0.94677925,1.0277221,-0.78005135,1.432493,1.1902456,0.7847556,-2.4908822,-1.8006144,0.55850923,-1.8297489,0.59968865,0.62526244,-0.6292812,-0.509807,-0.07381046,-0.07377556
-0.084417135,0.48895943,0.041307766,0.7581198,0.8876993,0.21498007,0.30414867,0.087454855,-0.03138432,1.0686688,0.3284689,0.54872453,-0.135261,-0.3082735,-0.9106894,-0.02791889,-0.6066591,-0.32440034,0.38112745,0.17973408,-0.043509673,0.9968419,-0.50952274,-0.7530191,0.5153748,-0.4455705,-0.6876239,-0.061848905,-0.22673012,-1.1674834,1.0465558,-0.77278453,-0.6219387,0.051920127,0.33831197,0.08633867,-0.76077086,0.039517272,-0.47322413,-0.3655861,0.054962832,0.021300064,-0.034747403,0.3032066,-0.9139376,-0.64890885,0.4172628,-0.18491809,0.5851601,0.06684089,-0.4005506,0.5745188,0.27508834,-0.050425887,0.016746541,0.119718574,-0.605891,-0.7441835,1.2993057,-0.32811114,0.8834771,-0.3585538,-0.0988997,0.2284396,-0.72124463,-0.045199685,-0.47582117,-0.3642966,0.37751016,-0.56436914,-0.5335282,-0.68353015,-0.8249853,0.45282218,-0.5589024,1.3574222,-0.6452438,0.32198453,-0.014652441,0.5821966,0.6800859,-0.49351493,-0.015702441,-0.9008601,-0.019424284,-0.9928016,0.31852677,0.43286872,1.4461635,-0.9273253,-0.25055948,-0.37558767,-0.026505305,0.67749953,0.4700052,-0.24884596,-1.1207825,0.72788304,-0.3122164,0.3757209,-0.7299254,-0.39446828,0.5709654,-0.41691643,-0.4702359,-0.3576972,0.1832243,-0.23564811,-0.7328661,0.31412667,0.33101043,0.37200183,0.8610395,0.6084003,-0.58326656,0.9110074,-0.34621093,1.2326905,-0.3426445,-0.2246101,0.36572364,0.87551814,1.0944855,0.71133655,0.5030931,-0.26975644,-0.7519137,0.52573544
0.17211823,0.12046831,0.6505521,1.1281779,0.36025313,0.13900538,0.1410019,0.9436865,-0.20220153,-0.3016371,-0.508952,-0.6585537,0.37778372,-0.4574389,-0.22982116,-0.94294584,0.09406768,-0.5961074,-0.5152413,-0.507135,-0.25745994,-0.048665438,0.14047036,-0.26608184,1.1026425,-0.7162353,0.024539206,-0.95080715,0.14982963,-0.41978064,-0.06729708,0.30876067,-0.19085611,0.20018117,1.2864987,0.25294623,-0.9416026,0.24670503,-0.5191803,0.9623331,0.69879913,0.08024965,0.04102474,0.4265189,-0.9283319,-1.690472,0.17663398,-0.76378924,-0.6097174,0.00035790887,0.30211785,-0.8405055,0.20409541,-0.18648636,0.80427635,0.38750157,-0.6325585,-0.028726617,0.33423588,-0.13096128,0.9323638,1.0019642,0.82566077,-0.14005141,0.15133722,-0.19958799,-0.6185544,0.004890195,0.5577412,-0.87383413,0.13188252,0.20141555,-0.24621968,0.6874445,0.25855583,0.4068739,-0.19371918,0.5030453,-0.43010297,-1.0780572,0.99448264,-0.42417264,0.6748089,0.1714201,-0.032585587,-0.069999404,-0.3680609,0.9303881,0.7013611,-0.21054141,-0.39778274,0.3371704,0.41561767,0.07003575,0.06263242,-0.18220095,-0.6455037,0.8048338,-0.9250097,0.039430104,-0.66508144,-1.3750703,0.785688,-0.2236264,-0.45186335,-0.7695931,0.45054135,0.29473725,0.25178948,0.3055875,0.33563372,0.60078037,0.6489542,0.5885244,-0.38811412,0.6365264,0.6687883,0.012200475,-1.7094458,-0.8467938,-0.0842802,-0.5004123,0.3433902,0.49026233,0.3330947,0.06182193,-0.4257622,-0.16612482
-0.2840269,-0.56746787,0.4452703,0.5915747,0.6993201,0.5003816,0.097483575,-0.32385153,-0.4377428,0.9051087,0.76321906,0.7906335,-0.7902182,0.017107049,0.21666677,-0.90673727,-0.101073235,-0.2124746,-0.24058008,-0.7541922,0.21070038,0.2705005,-1.2892009,0.28891572,0.5197765,0.25691316,-0.2824634,0.7494843,0.051671337,-0.016351908,0.9947087,-1.4690844,0.3614974,0.29490468,0.5570606,0.467567,-0.6337764,0.023868544,-1.5226599,-0.9593975,-0.75833964,0.18848097,0.13902065,0.34236917,-0.5769044,-0.22684146,0.060911518,-0.734287,-0.09459204,0.73690844,-0.3102651,0.6137946,1.136386,-0.95629746,-1.0014045,0.7474677,0.18301286,-0.7522003,0.62321097,0.90119463,-0.34570327,-0.43927002,0.59638506,0.36966753,-0.39900813,0.13226353,-0.5409636,-0.19783972,0.41604838,-0.49057683,-0.55593914,0.11418391,-0.14306498,0.24785228,-0.20246892,1.7391495,0.44158223,-0.044105288,0.28563142,0.5675879,0.5964938,1.0287346,-0.47473598,-0.760649,0.07996781,-1.8852724,1.1433462,1.0695657,0.7249479,-0.34068093,0.26240268,0.25766504,-0.571657,-0.11688154,-0.9408857,-0.091178395,-0.60006666,0.6289211,-0.80632114,0.674388,-0.30260178,-0.42719355,-0.8642084,-0.7573035,-1.0520099,0.35790297,0.42077112,-0.8201993,0.099100925,0.9511295,0.5971949,0.24412088,0.21239163,0.78531337,0.41786647,-0.044244647,-1.4560288,-0.0060669202,0.4936718,0.5739768,-0.71569943,0.92642754,0.03903764,0.2561151,0.71140105,-0.16239361,-1.317765,0.162169
